,ITEM_ID,ALTURA,COR,LARGURA,MARCA,PROFUNDIDADE,SESSION_ID,ITEM_PRICE,INTERESTED
149140,261893940,26.0,1,29.0,1,45.0,424.16685814,72.9,0.0
149176,261898968,30.0,1,51.0,1,51.0,47.900942325200006,84.99,1.0
149213,261894118,26.0,1,29.0,1,45.0,434.734383737,74.99,0.0
149324,261898968,30.0,1,51.0,1,51.0,841.9675479560001,84.99,0.0
149341,261900970,30.0,1,51.0,1,51.0,734.718107196,137.132857143,0.0
149456,261898968,30.0,1,51.0,1,51.0,103.09902691399999,84.99,0.0
149465,261893940,26.0,1,29.0,1,45.0,628.349689636,72.9,0.0
149478,261900884,46.0,1,30.0,1,41.0,773.31628883,64.99,0.0
149506,261894118,26.0,1,29.0,1,45.0,875.490890413,74.99,1.0
149522,260011516,26.0,1,29.0,2,45.0,538.348542313,69.99,0.0
149554,261900884,46.0,1,30.0,1,41.0,78.184025358,64.99,0.0
