,ITEM_ID,ALTURA,COR,LARGURA,MARCA,PROFUNDIDADE,SESSION_ID,ITEM_PRICE,INTERESTED
149565,260009916,46.0,1,30.0,1,41.0,623.326815878,75.01,0.0
149704,260011462,26.0,1,29.0,1,45.0,266.87510250099996,56.5,0.0
149706,260010384,46.0,1,30.0,2,41.0,667.9731866000002,37.99,0.0
149721,261893992,19.0,1,32.0,1,50.0,79.30331897090001,99.99,0.0
149732,256332650,36.5,3,23.5,3,2.5,730.048581863,68.99,0.0
149747,260010106,46.0,1,30.0,1,41.0,252.67106104599998,37.99,1.0
149775,261894150,19.0,1,32.0,1,50.0,201.456623742,169.99,0.0
149792,260010384,46.0,1,30.0,2,41.0,580.781930637,37.99,0.0
149805,260013662,30.0,1,51.0,1,51.0,78.184025358,99.99,0.0
149808,260013662,30.0,1,51.0,1,51.0,193.96701372099997,99.99,0.0
149862,261894118,26.0,1,29.0,1,45.0,298.485984782,74.99,0.0
149866,261900884,46.0,1,30.0,1,41.0,204.40388192900002,64.99,0.0
149931,260010106,46.0,1,30.0,1,41.0,110.321779076,107.49,0.0
149936,261901098,21.0,1,36.0,1,59.0,82.4441287588,149.99,0.0
149945,261894118,26.0,1,29.0,1,45.0,589.003295731,74.99,0.0
149991,260010352,26.0,1,29.0,1,45.0,366.1925118,54.99,0.0
150028,260011516,26.0,1,29.0,2,45.0,335.940470385,60.96,0.0
150032,260013554,26.0,1,29.0,1,45.0,919.971226013,66.93,0.0
150062,261893940,26.0,1,29.0,1,45.0,497.684529338,72.9,0.0
150099,261894118,26.0,1,29.0,1,45.0,990.4293272289999,103.78,0.0
150131,261894118,26.0,1,29.0,1,45.0,47.1770916546,74.99,0.0
150203,260010352,26.0,1,29.0,1,45.0,995.900733011,54.99,0.0
150254,260010352,26.0,1,29.0,1,45.0,564.270005786,54.99,0.0
150359,261898968,30.0,1,51.0,1,51.0,776.0686610639999,84.99,0.0
150420,260009916,46.0,1,30.0,1,41.0,685.388083808,75.01,0.0
150421,260010384,46.0,1,30.0,2,41.0,745.987856135,37.99,0.0
150426,261894118,26.0,1,29.0,1,45.0,473.846250365,78.445,0.0
150516,260010106,46.0,1,30.0,1,41.0,277.70176244515,37.99,0.0
150524,261894118,26.0,1,29.0,1,45.0,81.5572745253,74.99,0.0
150526,260010384,46.0,1,30.0,2,41.0,513.046627296,37.99,0.0
150531,261901098,21.0,1,36.0,1,59.0,404.949198215,149.99,0.0
150598,261893992,19.0,1,32.0,1,50.0,532.8326318730001,99.99,0.0
150651,261893940,26.0,1,29.0,1,45.0,963.187388707,64.99,0.0
150658,261894118,26.0,1,29.0,1,45.0,663.027648309,99.39,1.0
150773,261894118,26.0,1,29.0,1,45.0,318.933231191,74.99,0.0
150783,260010352,26.0,1,29.0,1,45.0,489.7317338,54.99,0.0
150792,261893940,26.0,1,29.0,1,45.0,636.593295456,64.99,0.0
150797,261898968,30.0,1,51.0,1,51.0,862.30317789,84.99,0.0
150886,261893992,19.0,1,32.0,1,50.0,349.146714516,99.99,0.0
150906,261894118,26.0,1,29.0,1,45.0,37.148893088099996,74.99,0.0
150955,260011516,26.0,1,29.0,2,45.0,9.02273599078,64.99,0.0
150957,261894118,26.0,1,29.0,1,45.0,341.752673682,78.445,0.0
150977,260013628,30.0,1,51.0,2,51.0,881.0520333110001,88.91749999999998,0.0
151015,261894118,26.0,1,29.0,1,45.0,781.753218715,99.39,0.0
151037,261901098,21.0,1,36.0,1,59.0,377.29219947800004,149.99,0.0
151083,261894150,19.0,1,32.0,1,50.0,862.857938243,131.24,0.0
151210,260013554,26.0,1,29.0,1,45.0,341.390945641,112.49,0.0
151219,256332650,36.5,3,23.5,3,2.5,19.101877794500002,93.74,0.0
151287,261894118,26.0,1,29.0,1,45.0,164.77951263100002,74.99,0.0
151319,261900884,46.0,1,30.0,1,41.0,465.85104382,64.99,0.0
151395,261894118,26.0,1,29.0,1,45.0,86.1051065293,74.99,0.0
151448,261893940,26.0,1,29.0,1,45.0,683.706437865,72.9,0.0
151458,261893992,19.0,1,32.0,1,50.0,734.233116432,99.99,0.0
151466,256332650,36.5,3,23.5,3,2.5,915.296657585,169.99,0.0
151516,261898968,30.0,1,51.0,1,51.0,222.243166637,84.99,0.0
151553,260007226,23.0,1,25.0,1,34.0,299.43490335,81.7175,0.0
151620,261894118,26.0,1,29.0,1,45.0,835.873247089,78.445,0.0
151650,260010704,46.0,1,30.0,2,41.0,350.64679870599997,80.4725,0.0
151712,260013554,26.0,1,29.0,1,45.0,948.0501988960001,82.5,0.0
151721,260010352,26.0,1,29.0,1,45.0,764.300713522,54.99,0.0
151724,261894118,26.0,1,29.0,1,45.0,549.949588021,74.99,1.0
151750,260013628,30.0,1,51.0,2,51.0,724.3612771119998,114.99,0.0
151753,261894118,26.0,1,29.0,1,45.0,587.890161787,74.99,0.0
151829,261894118,26.0,1,29.0,1,45.0,824.7755093060001,76.372,0.0
151836,261894118,26.0,1,29.0,1,45.0,877.4631874610001,97.9266666667,0.0
151850,261894118,26.0,1,29.0,1,45.0,473.151957173,81.9,0.0
151890,261894150,19.0,1,32.0,1,50.0,805.701263496,169.99,0.0
151938,261894150,19.0,1,32.0,1,50.0,459.041555745,169.99,1.0
151949,260009916,46.0,1,30.0,1,41.0,126.194579515,75.01,0.0
152002,261900884,46.0,1,30.0,1,41.0,352.90408539699996,64.99,0.0
152030,260010384,46.0,1,30.0,2,41.0,506.77223665800005,37.99,0.0
152053,261901098,21.0,1,36.0,1,59.0,270.04076615400004,149.99,0.0
152088,260011516,26.0,1,29.0,2,45.0,999.2704031869999,64.99,0.0
152100,261893992,19.0,1,32.0,1,50.0,30.017325005500002,99.99,0.0
152132,260009916,46.0,1,30.0,1,41.0,799.05913211,75.01,0.0
152148,261894118,26.0,1,29.0,1,45.0,716.542953238,76.372,0.0
152155,261900970,30.0,1,51.0,1,51.0,366.40902685,137.132857143,0.0
152174,260010352,26.0,1,29.0,1,45.0,300.176010697,97.36,0.0
152225,261901098,21.0,1,36.0,1,59.0,607.2423962280001,149.99,0.0
152283,261894118,26.0,1,29.0,1,45.0,328.706724762,78.445,0.0
152285,261894118,26.0,1,29.0,1,45.0,77.50148723560001,74.99,1.0
152288,260010384,46.0,1,30.0,2,41.0,737.179388846,37.99,0.0
152293,261894118,26.0,1,29.0,1,45.0,70.00915096850001,74.99,1.0
152305,260010106,46.0,1,30.0,1,41.0,106.81745248,37.0852380952,0.0
152349,261893992,19.0,1,32.0,1,50.0,447.300113987,42.8114285714,0.0
152369,261894150,19.0,1,32.0,1,50.0,571.136090377,48.5376190476,0.0
152371,260011388,30.0,1,51.0,2,51.0,938.833480223,54.2638095238,0.0
152393,260009916,46.0,1,30.0,1,41.0,790.662308,59.99,0.0
152436,261898968,30.0,1,51.0,1,51.0,478.522869185,84.99,0.0
152455,261894118,26.0,1,29.0,1,45.0,5.35349827536,74.99,0.0
152521,261894118,26.0,1,29.0,1,45.0,192.49787464,74.99,0.0
152538,260010704,46.0,1,30.0,2,41.0,468.180160413,112.53,0.0
152564,260013586,19.0,1,32.0,1,50.0,489.901312746,103.35,0.0
152578,261898968,30.0,1,51.0,1,51.0,825.1290287889999,94.17,0.0
152682,261898968,30.0,1,51.0,1,51.0,850.4414636,84.99,0.0
152683,261894118,26.0,1,29.0,1,45.0,814.708621203,74.99,0.0
152718,256332650,36.5,3,23.5,3,2.5,905.573667696,74.99,0.0
152737,261894118,26.0,1,29.0,1,45.0,299.295882232,74.99,0.0
152764,261900884,46.0,1,30.0,1,41.0,644.564243735,64.99,0.0
152767,260013554,26.0,1,29.0,1,45.0,922.8480824439999,82.5,0.0
152804,260011516,26.0,1,29.0,2,45.0,523.608410121,64.99,0.0
152805,261894118,26.0,1,29.0,1,45.0,568.282617213,74.99,0.0
152835,261894150,19.0,1,32.0,1,50.0,193.397617981,169.99,0.0
152895,260011902,26.0,1,29.0,2,45.0,25.2030819823,23.99,0.0
153120,261893992,19.0,1,32.0,1,50.0,227.797667258,99.99,0.0
153130,260011462,26.0,1,29.0,1,45.0,938.6933067030001,99.99,0.0
153136,260011902,26.0,1,29.0,2,45.0,644.731832096,21.99,0.0
153165,260010352,26.0,1,29.0,1,45.0,615.872944868,54.99,0.0
153226,261894118,26.0,1,29.0,1,45.0,869.519564873,81.9,1.0
153263,261893992,19.0,1,32.0,1,50.0,632.1429790643333,99.99,0.0
153348,260010352,26.0,1,29.0,1,45.0,394.76639325566674,54.99,0.0
153391,261898968,30.0,1,51.0,1,51.0,157.389807447,84.99,0.0
153409,260010384,46.0,1,30.0,2,41.0,462.440027662,37.99,0.0
153423,261900884,46.0,1,30.0,1,41.0,654.920338372,64.99,1.0
153431,256332618,3.5,2,24.5,3,35.5,347.555971227,82.19,0.0
153504,261894118,26.0,1,29.0,1,45.0,615.457159506,99.39,0.0
153522,260010352,26.0,1,29.0,1,45.0,947.6452009039999,54.99,0.0
153532,260010352,26.0,1,29.0,1,45.0,62.687396954200004,54.99,0.0
153538,260011516,26.0,1,29.0,2,45.0,595.329465409,64.99,0.0
153568,261894118,26.0,1,29.0,1,45.0,695.2840586839999,74.99,0.0
153577,261894118,26.0,1,29.0,1,45.0,762.759600801,81.9,0.0
153632,261894118,26.0,1,29.0,1,45.0,887.256147619,74.99,0.0
153678,261898968,30.0,1,51.0,1,51.0,94.178921427,84.99,0.0
153712,261894118,26.0,1,29.0,1,45.0,885.7360038969998,78.445,0.0
153786,260010352,26.0,1,29.0,1,45.0,2.98158430004,54.99,0.0
153811,261894118,26.0,1,29.0,1,45.0,319.383426387,74.99,0.0
153815,260011302,19.0,1,32.0,2,50.0,406.134058401,101.99,0.0
153826,260011516,26.0,1,29.0,2,45.0,151.469235629,64.99,0.0
153829,260010384,46.0,1,30.0,2,41.0,265.550606155,37.99,0.0
153929,256332650,36.5,3,23.5,3,2.5,777.716294725,37.99,0.0
153951,260010384,46.0,1,30.0,2,41.0,882.183396937,37.99,0.0
153953,261901098,21.0,1,36.0,1,59.0,590.86408448,149.99,0.0
153987,261898968,30.0,1,51.0,1,51.0,929.055249696,84.99,0.0
154050,260013586,19.0,1,32.0,1,50.0,892.122728257,299.99,0.0
154101,261898968,30.0,1,51.0,1,51.0,592.339236236,84.99,0.0
154117,260009916,46.0,1,30.0,1,41.0,820.8746533389999,75.01,0.0
154162,260009916,46.0,1,30.0,1,41.0,522.4164714369999,67.5,0.0
154213,260013662,30.0,1,51.0,1,51.0,320.153090443,99.99,0.0
154233,261901098,21.0,1,36.0,1,59.0,140.082565449,149.99,0.0
154236,261894118,26.0,1,29.0,1,45.0,509.763406079,74.99,1.0
154238,260010352,26.0,1,29.0,1,45.0,719.216485118,54.99,0.0
154265,261894118,26.0,1,29.0,1,45.0,458.95256935099997,74.99,0.0
154322,261894118,26.0,1,29.0,1,45.0,117.05771779700001,81.9,0.0
154423,261893940,26.0,1,29.0,1,45.0,79.7505940353,64.99,0.0
154529,260010704,46.0,1,30.0,2,41.0,337.500671783,69.99,0.0
154619,261894118,26.0,1,29.0,1,45.0,163.323749582,74.99,0.0
154659,261894118,26.0,1,29.0,1,45.0,42.7218191998,74.99,0.0
154667,261893992,19.0,1,32.0,1,50.0,283.002868905,99.99,0.0
154722,260013662,30.0,1,51.0,1,51.0,212.21505099700002,99.99,0.0
154732,261893940,26.0,1,29.0,1,45.0,649.658858432,77.49,0.0
154757,260010352,26.0,1,29.0,1,45.0,141.185448436,54.99,0.0
154762,261898968,30.0,1,51.0,1,51.0,922.9447726760001,84.99,1.0
154867,261898968,30.0,1,51.0,1,51.0,212.62791852,84.99,0.0
154955,260010352,26.0,1,29.0,1,45.0,29.7679307719,73.3426315789,0.0
154973,260013714,26.0,1,29.0,2,45.0,962.895632745,79.16631578945,0.0
154982,261898968,30.0,1,51.0,1,51.0,662.9275520159999,84.99,0.0
155026,261894118,26.0,1,29.0,1,45.0,43.854333439799994,74.99,0.0
155046,261900884,46.0,1,30.0,1,41.0,569.655338237,64.99,0.0
155105,261894118,26.0,1,29.0,1,45.0,835.72679643,76.372,0.0
155113,261893992,19.0,1,32.0,1,50.0,629.383338921,99.99,0.0
155141,261893992,19.0,1,32.0,1,50.0,441.327353256,68.99,0.0
155148,260010384,46.0,1,30.0,2,41.0,624.7899749759999,37.99,0.0
155155,260010384,46.0,1,30.0,2,41.0,399.840015654,37.99,0.0
155179,260010106,46.0,1,30.0,1,41.0,200.18433887900002,37.99,0.0
155233,261900884,46.0,1,30.0,1,41.0,50.9814658862,64.99,0.0
155239,261898968,30.0,1,51.0,1,51.0,23.0741035147,84.99,0.0
155245,261898968,30.0,1,51.0,1,51.0,938.126988509,84.99,0.0
155282,261898968,30.0,1,51.0,1,51.0,558.38485825,84.99,0.0
155317,260010106,46.0,1,30.0,1,41.0,855.255440475,37.99,0.0
155331,261894118,26.0,1,29.0,1,45.0,741.730917302,74.99,0.0
155336,261900884,46.0,1,30.0,1,41.0,346.5493893590001,64.99,0.0
155407,260010106,46.0,1,30.0,1,41.0,9.02378647699,37.99,0.0
155412,260011302,19.0,1,32.0,2,50.0,850.0653185189999,99.99,0.0
155416,256329434,48.0,3,26.0,3,2.5,61.5135795824,99.99,0.0
155437,261893992,19.0,1,32.0,1,50.0,197.17468319099999,99.99,0.0
155609,261893992,19.0,1,32.0,1,50.0,589.984520179,99.99,0.0
155634,256329434,48.0,3,26.0,3,2.5,807.2560956210001,339.0,0.0
155659,261894118,26.0,1,29.0,1,45.0,466.712467062,76.372,0.0
155686,260009916,46.0,1,30.0,1,41.0,916.187926663,75.01,0.0
155695,260010106,46.0,1,30.0,1,41.0,656.369571133,37.0852380952,0.0
155746,261894118,26.0,1,29.0,1,45.0,364.459533485,78.445,0.0
155787,261894118,26.0,1,29.0,1,45.0,219.923024139,81.9,0.0
155868,260009916,46.0,1,30.0,1,41.0,286.333277183,75.01,0.0
155933,260010384,46.0,1,30.0,2,41.0,735.0590661780002,37.99,0.0
155942,260011302,19.0,1,32.0,2,50.0,8.17748924011,101.99,0.0
156004,261894118,26.0,1,29.0,1,45.0,470.85314076300006,76.372,0.0
156053,261893940,26.0,1,29.0,1,45.0,153.373965444,72.9,0.0
156058,261898968,30.0,1,51.0,1,51.0,985.9916807669999,84.99,0.0
156067,260009916,46.0,1,30.0,1,41.0,180.844099967,75.01,0.0
156113,261894118,26.0,1,29.0,1,45.0,919.662110795,74.99,0.0
156176,260010704,46.0,1,30.0,2,41.0,342.021190999,74.99,0.0
156194,261894118,26.0,1,29.0,1,45.0,966.424331261,74.99,0.0
156225,261894118,26.0,1,29.0,1,45.0,457.92753978,99.39,0.0
156228,260010384,46.0,1,30.0,2,41.0,123.268901175,37.99,0.0
156245,260009916,46.0,1,30.0,1,41.0,132.181805626,75.01,1.0
156252,261900970,30.0,1,51.0,1,51.0,929.055249696,87.5,0.0
156288,260011270,30.0,1,51.0,1,51.0,559.5161381940001,99.99,0.0
156303,261894118,26.0,1,29.0,1,45.0,545.9071407480001,78.445,0.0
156406,261893940,26.0,1,29.0,1,45.0,273.103588841,64.99,0.0
156447,261894118,26.0,1,29.0,1,45.0,650.101333528,74.99,0.0
156453,256329434,48.0,3,26.0,3,2.5,893.620752929,339.0,0.0
156465,261894118,26.0,1,29.0,1,45.0,699.255890863,95.0,0.0
156508,261894118,26.0,1,29.0,1,45.0,970.075405672,74.99,0.0
156565,261894118,26.0,1,29.0,1,45.0,984.241376472,74.99,0.0
156592,261894118,26.0,1,29.0,1,45.0,33.0411046368,74.99,0.0
156628,256332650,36.5,3,23.5,3,2.5,956.942091718,169.99,0.0
156636,260013586,19.0,1,32.0,1,50.0,543.951717621,299.99,0.0
156697,260011302,19.0,1,32.0,2,50.0,38.650235449899995,199.99,0.0
156770,260011270,30.0,1,51.0,1,51.0,589.898875353,99.99,0.0
156805,261894118,26.0,1,29.0,1,45.0,64.4564474793,74.99,0.0
156855,261894118,26.0,1,29.0,1,45.0,599.783001002,81.9,0.0
156882,261894118,26.0,1,29.0,1,45.0,740.7414635069998,74.99,0.0
156915,260011902,26.0,1,29.0,2,45.0,941.271497259,23.99,0.0
157015,261894118,26.0,1,29.0,1,45.0,305.035488583,74.99,0.0
157046,261894150,19.0,1,32.0,1,50.0,758.691762935,112.49,0.0
157065,261901098,21.0,1,36.0,1,59.0,459.041555745,149.99,0.0
157159,260010352,26.0,1,29.0,1,45.0,243.976462795,97.36,0.0
157160,260010384,46.0,1,30.0,2,41.0,465.24224988599997,37.99,0.0
157226,260010704,46.0,1,30.0,2,41.0,939.1010882630001,51.49,0.0
157259,261893940,26.0,1,29.0,1,45.0,25.1743896603,64.99,0.0
157285,261894118,26.0,1,29.0,1,45.0,192.348195989,74.99,0.0
157376,260013586,19.0,1,32.0,1,50.0,863.534529696,299.99,0.0
157401,260010384,46.0,1,30.0,2,41.0,372.460373017,37.99,0.0
157404,261894118,26.0,1,29.0,1,45.0,149.866879535,76.372,0.0
157406,260009916,46.0,1,30.0,1,41.0,448.178138506,59.99,0.0
157424,260011516,26.0,1,29.0,2,45.0,592.177863384,64.99,0.0
157428,260010352,26.0,1,29.0,1,45.0,13.332974058,54.99,0.0
157447,261894150,19.0,1,32.0,1,50.0,797.812547116,242.55,0.0
157532,260011902,26.0,1,29.0,2,45.0,640.1836087840001,23.99,0.0
157548,261894118,26.0,1,29.0,1,45.0,133.277419735,78.445,0.0
157557,261894118,26.0,1,29.0,1,45.0,39.9006652893,81.9,0.0
157570,260010704,46.0,1,30.0,2,41.0,748.180619277,94.99,0.0
157590,261900970,30.0,1,51.0,1,51.0,596.60201187,58.49,0.0
157622,260011902,26.0,1,29.0,2,45.0,393.216988469,21.99,0.0
157649,260010352,26.0,1,29.0,1,45.0,752.9574795780002,54.99,0.0
157652,256332650,36.5,3,23.5,3,2.5,836.014552945,77.49,0.0
157665,261893992,19.0,1,32.0,1,50.0,277.752688084,99.99,0.0
157867,261893992,19.0,1,32.0,1,50.0,117.84923210299999,99.99,0.0
157884,261893940,26.0,1,29.0,1,45.0,208.889792036,91.65666666666668,0.0
157911,260010704,46.0,1,30.0,2,41.0,647.255190523,83.32333333333331,0.0
157948,261894118,26.0,1,29.0,1,45.0,16.4045498154,74.99,0.0
157971,261900884,46.0,1,30.0,1,41.0,805.701263496,64.99,0.0
157976,261894118,26.0,1,29.0,1,45.0,266.929257007,81.9,0.0
158020,261900884,46.0,1,30.0,1,41.0,190.027660999,64.99,0.0
158128,261894118,26.0,1,29.0,1,45.0,449.717279194,74.99,0.0
158138,260011270,30.0,1,51.0,1,51.0,981.907626557,99.99,0.0
158177,261894118,26.0,1,29.0,1,45.0,197.173328719,99.39,0.0
158190,261893992,19.0,1,32.0,1,50.0,631.558264602,99.99,0.0
158243,261894118,26.0,1,29.0,1,45.0,822.6428728660001,81.9,0.0
158262,256332650,36.5,3,23.5,3,2.5,796.084769825,73.445,0.0
158277,260011516,26.0,1,29.0,2,45.0,527.039589118,64.99,0.0
158336,261894118,26.0,1,29.0,1,45.0,717.2793421819998,74.99,0.0
158357,261900970,30.0,1,51.0,1,51.0,757.270112455,137.132857143,0.0
158419,261894118,26.0,1,29.0,1,45.0,178.438455375,74.99,0.0
158480,261898968,30.0,1,51.0,1,51.0,345.2457645115,84.99,0.0
158488,261894118,26.0,1,29.0,1,45.0,512.053073648,74.99,0.0
158566,261894118,26.0,1,29.0,1,45.0,791.057755717,97.9266666667,0.0
158591,261894118,26.0,1,29.0,1,45.0,109.331123847,103.78,0.0
158625,260011516,26.0,1,29.0,2,45.0,838.973901693,94.18333333333334,0.0
158684,260010352,26.0,1,29.0,1,45.0,915.34828511,84.58666666666666,0.0
158783,261894118,26.0,1,29.0,1,45.0,825.603671625,74.99,0.0
158808,260010352,26.0,1,29.0,1,45.0,242.91185111599998,54.99,0.0
158819,256332650,36.5,3,23.5,3,2.5,742.147604044,169.99,0.0
158866,261893940,26.0,1,29.0,1,45.0,180.844099967,72.9,0.0
158994,260011902,26.0,1,29.0,2,45.0,987.6329882189999,23.99,0.0
159001,261894118,26.0,1,29.0,1,45.0,527.514072922,74.99,0.0
159045,260009916,46.0,1,30.0,1,41.0,789.740459042,59.99,0.0
159078,260010384,46.0,1,30.0,2,41.0,986.161383108,37.99,0.0
159139,260013586,19.0,1,32.0,1,50.0,492.32258789300005,61.49,0.0
159174,261898968,30.0,1,51.0,1,51.0,40.2869359501,84.99,0.0
159198,260010352,26.0,1,29.0,1,45.0,579.308979082,54.99,0.0
159206,261893992,19.0,1,32.0,1,50.0,834.416306198,99.99,0.0
159208,260009916,46.0,1,30.0,1,41.0,698.691614299,59.99,0.0
159212,261898968,30.0,1,51.0,1,51.0,200.184288309,84.99,0.0
159259,261900884,46.0,1,30.0,1,41.0,907.214241612,64.99,1.0
159260,260010352,26.0,1,29.0,1,45.0,425.414159732,54.99,0.0
159311,260013586,19.0,1,32.0,1,50.0,103.000668031,299.99,0.0
159341,261898968,30.0,1,51.0,1,51.0,972.0497975569999,84.99,0.0
159381,261901098,21.0,1,36.0,1,59.0,594.915454022,149.99,0.0
159432,261894118,26.0,1,29.0,1,45.0,969.793198392,74.99,0.0
159442,261893940,26.0,1,29.0,1,45.0,35.5244318883,64.99,0.0
159494,261893940,26.0,1,29.0,1,45.0,290.364204193,64.99,0.0
159518,260013586,19.0,1,32.0,1,50.0,567.882209287,74.99,0.0
159548,261898968,30.0,1,51.0,1,51.0,591.563483441,84.99,0.0
159553,260011902,26.0,1,29.0,2,45.0,501.57856213800005,21.99,0.0
159589,261900884,46.0,1,30.0,1,41.0,210.89502822900002,64.99,0.0
159608,261894150,19.0,1,32.0,1,50.0,219.57829621099998,169.99,0.0
159657,261893992,19.0,1,32.0,1,50.0,957.3855624189999,99.99,0.0
159661,261894150,19.0,1,32.0,1,50.0,755.601700075,169.99,0.0
159676,261898968,30.0,1,51.0,1,51.0,709.156338837,84.99,1.0
159696,260009916,46.0,1,30.0,1,41.0,297.957789742,59.99,0.0
159711,261893992,19.0,1,32.0,1,50.0,316.054606857,99.99,0.0
159717,261894118,26.0,1,29.0,1,45.0,750.3687300989999,99.39,0.0
159775,261894118,26.0,1,29.0,1,45.0,70.7516660933,74.99,0.0
159798,261894118,26.0,1,29.0,1,45.0,710.713941835,74.99,0.0
159804,260010352,26.0,1,29.0,1,45.0,454.283544328,54.99,0.0
159945,261894118,26.0,1,29.0,1,45.0,443.05711765300003,74.99,0.0
159956,261893992,19.0,1,32.0,1,50.0,694.830247584,99.99,0.0
159979,261893940,26.0,1,29.0,1,45.0,341.500028095,64.99,1.0
159992,261894150,19.0,1,32.0,1,50.0,818.690969632,89.1566666665,0.0
160023,260011270,30.0,1,51.0,1,51.0,122.09362595700001,113.323333333,0.0
160047,261898968,30.0,1,51.0,1,51.0,852.466528092,84.99,1.0
160065,260010352,26.0,1,29.0,1,45.0,700.520300105,54.99,0.0
160171,260013628,30.0,1,51.0,2,51.0,790.781290483,39.49,0.0
160200,260011902,26.0,1,29.0,2,45.0,810.954849835,23.99,0.0
160319,260011462,26.0,1,29.0,1,45.0,308.612297801,99.99,0.0
160343,261894118,26.0,1,29.0,1,45.0,190.080502837,99.39,0.0
160364,260010352,26.0,1,29.0,1,45.0,753.222983375,54.99,0.0
160402,256332650,36.5,3,23.5,3,2.5,527.666260931,69.99,0.0
160417,261898968,30.0,1,51.0,1,51.0,696.966556326,84.99,0.0
160549,261893992,19.0,1,32.0,1,50.0,96.4429096997,99.99,0.0
160574,261894182,54.0,1,29.0,1,46.0,963.433346705,99.69,0.0
160581,261894118,26.0,1,29.0,1,45.0,920.671087857,99.39,0.0
160602,260011270,30.0,1,51.0,1,51.0,68.8748091099,113.323333333,0.0
160603,261894118,26.0,1,29.0,1,45.0,300.280345829,74.99,1.0
160604,260013662,30.0,1,51.0,1,51.0,801.38126204,99.99,0.0
160623,261894118,26.0,1,29.0,1,45.0,571.136090377,76.372,0.0
160640,260011516,26.0,1,29.0,2,45.0,500.879236493,64.99,1.0
160705,256332650,36.5,3,23.5,3,2.5,813.12251095,163.41,0.0
160718,260013586,19.0,1,32.0,1,50.0,613.390501868,299.99,0.0
160721,261894118,26.0,1,29.0,1,45.0,895.692605446,74.99,0.0
160755,260011902,26.0,1,29.0,2,45.0,791.0512587960001,23.99,0.0
160756,261894118,26.0,1,29.0,1,45.0,347.258902448,78.445,0.0
160824,260010384,46.0,1,30.0,2,41.0,511.748393402,37.99,0.0
160870,260010704,46.0,1,30.0,2,41.0,975.8751190339999,112.53,0.0
160906,261894118,26.0,1,29.0,1,45.0,248.68289194099998,74.99,0.0
160991,261894118,26.0,1,29.0,1,45.0,258.56784901,74.99,0.0
161000,260009916,46.0,1,30.0,1,41.0,383.072097383,75.01,0.0
161036,261894118,26.0,1,29.0,1,45.0,891.855273607,81.9,0.0
161104,260010352,26.0,1,29.0,1,45.0,307.33823378700004,54.99,0.0
161126,261893940,26.0,1,29.0,1,45.0,691.407914762,72.9,0.0
161144,261894118,26.0,1,29.0,1,45.0,50.9535728046,74.99,0.0
161163,261893992,19.0,1,32.0,1,50.0,360.436029907,64.99,0.0
161194,260010352,26.0,1,29.0,1,45.0,204.246687131,54.99,0.0
161211,261894118,26.0,1,29.0,1,45.0,640.282133721,81.9,0.0
161212,260010384,46.0,1,30.0,2,41.0,428.312397472,37.99,0.0
161229,261894118,26.0,1,29.0,1,45.0,398.737432134,74.99,0.0
161265,260010352,26.0,1,29.0,1,45.0,21.0815674089,54.99,0.0
161306,261894118,26.0,1,29.0,1,45.0,53.9074581697,74.99,0.0
161323,261894118,26.0,1,29.0,1,45.0,886.230075277,74.99,0.0
161339,261894118,26.0,1,29.0,1,45.0,677.385920388,97.9266666667,0.0
161342,261898968,30.0,1,51.0,1,51.0,979.256578596,84.99,0.0
161364,261893940,26.0,1,29.0,1,45.0,672.236886031,72.9,0.0
161373,260010352,26.0,1,29.0,1,45.0,525.997288138,54.99,0.0
161378,260010352,26.0,1,29.0,1,45.0,747.0687465510001,61.65666666666666,0.0
161401,260010704,46.0,1,30.0,2,41.0,266.576553673,68.32333333333332,0.0
161410,261894118,26.0,1,29.0,1,45.0,108.237532324,74.99,0.0
161427,260011902,26.0,1,29.0,2,45.0,242.73065804700002,23.99,0.0
161431,256332650,36.5,3,23.5,3,2.5,840.208138062,39.49,0.0
161448,260010352,26.0,1,29.0,1,45.0,493.827998666,54.99,0.0
161527,260011302,19.0,1,32.0,2,50.0,204.411905978,99.99,0.0
161534,261900884,46.0,1,30.0,1,41.0,704.223937961,64.99,0.0
161564,261894118,26.0,1,29.0,1,45.0,440.924362255,74.99,0.0
161661,260010384,46.0,1,30.0,2,41.0,912.972333775,37.99,0.0
161670,260011462,26.0,1,29.0,1,45.0,105.70674924299999,99.99,0.0
161674,261894118,26.0,1,29.0,1,45.0,723.9268153630002,74.99,0.0
161690,261893940,26.0,1,29.0,1,45.0,21.9543782242,72.9,0.0
161724,261894118,26.0,1,29.0,1,45.0,536.251163315,74.99,1.0
161737,261893992,19.0,1,32.0,1,50.0,874.89892845,99.99,0.0
161741,261893992,19.0,1,32.0,1,50.0,802.972769975,99.99,0.0
161763,260010352,26.0,1,29.0,1,45.0,385.996550264,54.99,0.0
161766,260009916,46.0,1,30.0,1,41.0,763.31665444,59.99,0.0
161915,260009916,46.0,1,30.0,1,41.0,466.093291044,67.5,0.0
161962,261894118,26.0,1,29.0,1,45.0,529.363423166,76.372,0.0
161965,261900884,46.0,1,30.0,1,41.0,998.692413595,64.99,0.0
161973,260010352,26.0,1,29.0,1,45.0,658.218209308,54.99,0.0
162026,261894118,26.0,1,29.0,1,45.0,783.2052633889999,74.99,0.0
162089,260011462,26.0,1,29.0,1,45.0,559.5161381940001,99.99,0.0
162240,260011902,26.0,1,29.0,2,45.0,55.0725580558,23.99,0.0
