,ITEM_ID,ALTURA,CAPACIDADE_(L),LARGURA,PARA_LAVA_LOUCAS,PESO,PROFUNDIDADE,SESSION_ID,ITEM_PRICE,INTERESTED
105192,14807852,25.3,1.7,18.1,Yes,460.0,10.0,220.99930788400002,88.99,0.0
105378,10697196,27.25,5.7,20.3,No,522.5,10.3,954.0898719060001,96.13749999999999,0.0
105508,14807856,29.2,3.1,22.5,Yes,585.0,10.6,307.45338181,103.285,0.0
106998,10697196,29.2,5.7,22.5,No,585.0,10.6,635.504706737,110.4325,0.0
107517,10697192,29.2,1.7,22.5,No,585.0,10.6,775.566985591,117.58,0.0
107604,14807856,29.2,3.1,22.5,Yes,585.0,10.6,534.411645659,83.44,0.0
107903,14807852,25.3,1.7,18.1,Yes,460.0,10.0,846.9988167260001,105.30625,0.0
108546,14807852,25.3,1.7,18.1,Yes,460.0,10.0,856.937892875,103.94,0.0
109169,14807852,25.3,1.7,18.1,Yes,460.0,10.0,277.886188535,114.99,0.0
109228,14807856,29.2,3.1,22.5,Yes,585.0,10.6,470.845999142,92.9,0.0
109851,14807856,29.2,3.1,22.5,Yes,585.0,10.6,517.143135723,83.44,0.0
109856,10697196,29.2,5.7,22.5,No,585.0,10.6,124.22128563700001,84.89660714285,0.0
111361,14807856,29.2,3.1,22.5,Yes,585.0,10.6,168.357864788,86.35321428569999,0.0
112360,14807856,29.2,3.1,22.5,Yes,585.0,10.6,632.826039145,83.44,0.0
112680,14807852,25.3,1.7,18.1,Yes,460.0,10.0,968.607129982,103.94,0.0
112704,14807852,25.3,1.7,18.1,Yes,460.0,10.0,116.710588578,107.62333333333333,0.0
112743,10697192,25.3,1.7,18.1,No,460.0,10.0,976.4335756180001,111.30666666666666,0.0
112863,14807852,25.3,1.7,18.1,Yes,460.0,10.0,99.71504011450001,114.99,0.0
113416,14807856,29.2,3.1,22.5,Yes,585.0,10.6,663.923287209,92.9,0.0
113645,14807852,25.3,1.7,18.1,Yes,460.0,10.0,850.6858072760001,96.5883333333,0.0
113942,14807856,29.2,3.1,22.5,Yes,585.0,10.6,641.467067652,87.01100000000001,0.0
115158,14807852,25.3,1.7,18.1,Yes,460.0,10.0,820.2016763639999,88.99,0.0
115728,14807856,29.2,3.1,22.5,Yes,585.0,10.6,221.50395806,86.1576470588,0.0
116494,14807852,25.3,1.7,18.1,Yes,460.0,10.0,494.21559067199996,106.411666667,0.0
116518,14807856,29.2,3.1,22.5,Yes,585.0,10.6,843.185656714,83.44,0.0
117037,10697192,27.25,1.7,20.3,No,522.5,10.3,981.69818126,93.465,0.0
117107,14807852,25.3,1.7,18.1,Yes,460.0,10.0,162.309167568,103.49,0.0
117202,14807852,25.3,1.7,18.1,Yes,460.0,10.0,300.970777518,114.99,1.0
117275,14807852,25.3,1.7,18.1,Yes,460.0,10.0,627.94396547,102.015714286,0.0
117751,14807852,25.3,1.7,18.1,Yes,460.0,10.0,64.810899834,88.99,0.0
117980,14807852,25.3,1.7,18.1,Yes,460.0,10.0,86.556611305,94.79722222233333,0.0
118356,14807852,25.3,1.7,18.1,Yes,460.0,10.0,272.736845937,100.60444444466667,0.0
118409,14807852,25.3,1.7,18.1,Yes,460.0,10.0,412.329935719,106.411666667,0.0
118764,14807856,29.2,3.1,22.5,Yes,585.0,10.6,568.344857386,92.9,0.0
119403,14807856,29.2,3.1,22.5,Yes,585.0,10.6,431.32993098,83.44,0.0
